name,phone,categories,location,state_name,website,yellowpages_url
Robertito's Taco Shop,(559) 439-5078,"Mexican Restaurants,Latin American Restaurants,Restaurants","44 E Barstow Ave, Fresno, CA 93710",California,,https://www.yellowpages.com/fresno-ca/mip/robertitos-taco-shop-10045077
Giovanni's European Deli,(805) 579-9580,"Delicatessens,Restaurants","4210 E Los Angeles Ave, Simi Valley, CA 93063",California,,https://www.yellowpages.com/simi-valley-ca/mip/giovannis-european-deli-10044746
Subway,(415) 453-3333,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants","55 Bellam Blvd Ste F, San Rafael, CA 94901",California,https://restaurants.subway.com/united-states/ca/san-rafael/55-bellam-blvd?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=16096&utm_campaign=evergreen-2020&y_source=1_MTQ5MTY1OTMtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,https://www.yellowpages.com/san-rafael-ca/mip/subway-10071154
Jamba,(310) 327-8695,"Juices,Beverages,Health & Diet Food Products,Health Food Restaurants,Ice Cream & Frozen Desserts,Refreshment Stands,Restaurants","1252A W Redondo Beach Blvd, Gardena, CA 90247",California,https://locations.jamba.com/ca/gardena/1252-a-w-redondo-beach-blvd?utm_source=extnet&utm_medium=organic&utm_campaign=locations_partner,https://www.yellowpages.com/gardena-ca/mip/jamba-10043939
Rising Loafer Cafe & Bakery,(925) 426-0822,"Coffee Shops,Bakeries,Restaurants,Take Out Restaurants","428 Main St, Pleasanton, CA 94566",California,,https://www.yellowpages.com/pleasanton-ca/mip/rising-loafer-cafe-bakery-10070970
Market City Caffe Burbank,(818) 840-7036,"Coffee & Espresso Restaurants,Coffee Shops,Pizza,Restaurants","164 E Palm Ave, Burbank, CA 91502",California,http://mcchgroup.com,https://www.yellowpages.com/burbank-ca/mip/market-city-caffe-burbank-10044222
El Torito,(562) 924-1922,"Mexican Restaurants,Restaurants","4001 Via Oro Ave Ste LONG, Long Beach, CA 90810",California,http://www.eltorito.com,https://www.yellowpages.com/long-beach-ca/mip/el-torito-10071368
Big Stage Inc,(626) 227-5292,Restaurants,"1908 Central Ave, South El Monte, CA 91733",California,,https://www.yellowpages.com/south-el-monte-ca/mip/big-stage-inc-10043871
Kosmos Burgers II,(909) 599-9674,"American Restaurants,Caterers,Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","416 E Foothill Blvd, San Dimas, CA 91773",California,,https://www.yellowpages.com/san-dimas-ca/mip/kosmos-burgers-ii-10070357
Casa Sanchez,(909) 350-3007,"Mexican Restaurants,Latin American Restaurants,Restaurants,Take Out Restaurants","9870 Sierra Ave Ste C, Fontana, CA 92335",California,http://www.casa-sanchez.com,https://www.yellowpages.com/fontana-ca/mip/casa-sanchez-1007073
Cherp's Cocktails,(909) 823-1234,"Cocktail Lounges,Restaurants","8627 Sierra Ave, Fontana, CA 92335",California,https://www.facebook.com/Cherps-Cocktails-425412967541575,https://www.yellowpages.com/fontana-ca/mip/cherps-cocktails-10070229
Burger King,(510) 639-4563,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants","7200 Bancroft Ave, Oakland, CA 94605",California,https://burgerking.com/store-locator/store/restaurant_2667,https://www.yellowpages.com/oakland-ca/mip/burger-king-10070030
Absolute Bar-B-Que,(415) 459-4305,"Barbecue Restaurants,Caterers,Restaurants","196 Market St, San Rafael, CA 94901",California,http://remembercatering.com,https://www.yellowpages.com/san-rafael-ca/mip/absolute-bar-b-que-10070849
Dunarea Restaurant European Cuisine,(714) 772-7233,"Continental Restaurants,American Restaurants,Caterers,Family Style Restaurants,Restaurants","821 N Euclid St, Anaheim, CA 92801",California,http://www.dunarea.us,https://www.yellowpages.com/anaheim-ca/mip/dunarea-restaurant-european-cuisine-10069916
Tam's Junior Burger,(323) 257-7399,"American Restaurants,Hamburgers & Hot Dogs,Restaurants","5801 N Figueroa St, Los Angeles, CA 90042",California,https://www.facebook.com/pages/Tams-Junior-Burger/115792595107516,https://www.yellowpages.com/los-angeles-ca/mip/tams-junior-burger-10068675
Java Jax,(707) 645-9556,"Coffee & Espresso Restaurants,American Restaurants,Coffee & Tea,Coffee Shops,Restaurants","1700 Sonoma Blvd, Vallejo, CA 94590",California,,https://www.yellowpages.com/vallejo-ca/mip/java-jax-10069418
Napoli Pizza,(415) 885-2222,"Pizza,Restaurants","1045 Polk St, napolipizzasf.com, CA 94109",California,https://sfnapolipizza.com,https://www.yellowpages.com/napolipizzasf-com-ca/mip/napoli-pizza-10069854
Del Taco,(916) 973-9196,"Fast Food Restaurants,Mexican Restaurants,Restaurants","2525 Watt Ave, Sacramento, CA 95821",California,https://locations.deltaco.com/us/ca/sacramento/2525-watt-avenue,https://www.yellowpages.com/sacramento-ca/mip/del-taco-10069770
Young Dong Restaurant,(714) 670-7650,"Korean Restaurants,Asian Restaurants,Restaurants","6086 Beach Blvd, Buena Park, CA 90621",California,,https://www.yellowpages.com/buena-park-ca/mip/young-dong-restaurant-10067319
HomeTown Buffet,(559) 221-0444,"Buffet Restaurants,American Restaurants,Restaurants","3744 N Blackstone Ave, Fresno, CA 93726",California,http://locations.buffet.com/ca/fresno/0713/?utm_source=Google&utm_medium=Maps&utm_campaign=Google+Places,https://www.yellowpages.com/fresno-ca/mip/hometown-buffet-10068421
Beacon Burger,(707) 464-6565,Restaurants,"160 Anchor Way, Crescent City, CA 95531",California,,https://www.yellowpages.com/crescent-city-ca/mip/beacon-burger-1006461
Pedro's Tacos,(949) 498-5904,"Mexican Restaurants,Latin American Restaurants,Restaurants","2313 S El Camino Real, San Clemente, CA 92672",California,http://www.pedrostacos.com,https://www.yellowpages.com/san-clemente-ca/mip/pedros-tacos-10069394
Melody's Mexican Kitchen,(818) 609-9062,"Mexican Restaurants,Caterers,Latin American Restaurants,Restaurants,Spanish Restaurants","6747 Reseda Blvd, Reseda, CA 91335",California,http://www.lasfuentes.com/restaurant/melodys_mexican_kitchen_home.html,https://www.yellowpages.com/reseda-ca/mip/melodys-mexican-kitchen-10065870
The Shack,(310) 823-6222,"Family Style Restaurants,American Restaurants,Caterers,Hamburgers & Hot Dogs,Restaurants","185 Culver Blvd, Playa Del Rey, CA 90293",California,,https://www.yellowpages.com/playa-del-rey-ca/mip/the-shack-10068206
Applebee's,(408) 446-8370,"American Restaurants,Bar & Grills,Family Style Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","555 Saratoga Ave, San Jose, CA 95129",California,http://www.applebees.com,https://www.yellowpages.com/san-jose-ca/mip/applebees-10066060
Pho Saigon Noodle Grill,(562) 902-8614,"Vietnamese Restaurants,Restaurants","15816 Imperial Hwy, La Mirada, CA 90638",California,http://www.phosaigonla.com,https://www.yellowpages.com/la-mirada-ca/mip/pho-saigon-noodle-grill-10069272
Fruit In Motion,(707) 776-4559,Restaurants,"3 4th St, Petaluma, CA 94952",California,,https://www.yellowpages.com/petaluma-ca/mip/fruit-in-motion-10064502
Bodie Mike,(760) 647-6432,Restaurants,"Lee Vining, CA 93541",California,https://www.leevining.com/contact,https://www.yellowpages.com/lee-vining-ca/mip/bodie-mike-10063433
The Wok Experience,(714) 223-7388,"Chinese Restaurants,Restaurants","194 E Yorba Linda Blvd, Placentia, CA 92870",California,http://thewokexperienceanaheim.com,https://www.yellowpages.com/placentia-ca/mip/the-wok-experience-10064003
Kfc,(909) 880-8118,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants","4694 University Pkwy, San Bernardino, CA 92407",California,https://locations.kfc.com/ca/san-bernardino/4694-university-parkway,https://www.yellowpages.com/san-bernardino-ca/mip/kfc-10068644
Taco Bell,(707) 571-8241,"Fast Food Restaurants,Mexican Restaurants,Restaurants","1835 Mendocino Ave, Santa Rosa, CA 95401",California,https://locations.tacobell.com/ca/santa-rosa/1835-mendocino-ave.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=030934&utm_content=website&y_source=1_NjE0NTYzMC01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.yellowpages.com/santa-rosa-ca/mip/taco-bell-10095078
Sombrero Mexican Food,(619) 283-8883,"Mexican Restaurants,Caterers,Latin American Restaurants,Restaurants,Vegetarian Restaurants","6178 Mission Gorge Rd, San Diego, CA 92120",California,,https://www.yellowpages.com/san-diego-ca/mip/sombrero-mexican-food-10063726
El Jacalito,(559) 788-0304,"Mexican Restaurants,Caterers,Latin American Restaurants,Restaurants,Take Out Restaurants","561 W Olive Ave, Porterville, CA 93257",California,,https://www.yellowpages.com/porterville-ca/mip/el-jacalito-1006268
Taco's La Nena,(323) 232-1033,"Mexican Restaurants,Latin American Restaurants,Restaurants","4427 Avalon Blvd, Los Angeles, CA 90011",California,http://tacoslanena.dinehere.us,https://www.yellowpages.com/los-angeles-ca/mip/tacos-la-nena-10095444
D's Diner,(707) 829-8080,"American Restaurants,Coffee & Espresso Restaurants,Coffee Shops,Restaurants,Take Out Restaurants","7260 Healdsburg Ave, Sebastopol, CA 95472",California,http://www.dsdiner.com,https://www.yellowpages.com/sebastopol-ca/mip/ds-diner-10063541
Taco Bell,(310) 539-0789,"Fast Food Restaurants,Mexican Restaurants,Restaurants","2054 Lomita Blvd, Lomita, CA 90717",California,http://www.tacobell.com,https://www.yellowpages.com/lomita-ca/mip/taco-bell-10094858
Pacific Star Restaurant,(562) 925-2455,"American Restaurants,Breakfast, Brunch & Lunch Restaurants,Fast Food Restaurants,Restaurants","6205 Bellflower Blvd, Lakewood, CA 90713",California,https://www.whittierdailynews.com/things-to-do,https://www.yellowpages.com/lakewood-ca/mip/pacific-star-restaurant-10094143
Mariscos El Golosito,(619) 338-9262,Restaurants,"2275 Imperial Ave, San Diego, CA 92102",California,,https://www.yellowpages.com/san-diego-ca/mip/mariscos-el-golosito-1009420
Cafe Thuy,(714) 554-4077,"Coffee & Espresso Restaurants,Coffee Shops,Restaurants","5425 W 1st St, Santa Ana, CA 92703",California,https://www.sieuthitenmien.com/index.php?cafethuyduatincom.html,https://www.yellowpages.com/santa-ana-ca/mip/cafe-thuy-10094025
La Capilla Mexican Restaurant,(714) 821-6191,"Mexican Restaurants,Caterers,Latin American Restaurants,Pizza,Restaurants,Take Out Restaurants","4997 La Palma Ave, La Palma, CA 90623",California,https://www.facebook.com/LaCapillaPalma,https://www.yellowpages.com/la-palma-ca/mip/la-capilla-mexican-restaurant-10092834
The Hummus Factory,(310) 322-1000,"Mediterranean Restaurants,Caterers,Middle Eastern Restaurants,Restaurants","204 E Grand Ave, El Segundo, CA 90245",California,http://www.hummuscatering.com,https://www.yellowpages.com/el-segundo-ca/mip/the-hummus-factory-10094396
Flo's Farmhouse Cafe,(951) 352-2690,"Coffee Shops,American Restaurants,Restaurants","5620 Van Buren Blvd, Riverside, CA 92503",California,http://www.floscafe.net,https://www.yellowpages.com/riverside-ca/mip/flos-farmhouse-cafe-10093905
Arizmendi,(510) 268-8849,"Pizza,Bakeries,Restaurants,Take Out Restaurants","3265 Lakeshore Ave, Oakland, CA 94610",California,http://www.arizmendibakery.org,https://www.yellowpages.com/oakland-ca/mip/arizmendi-10095496
Number One China Buffet,(909) 355-0188,"Chinese Restaurants,Asian Restaurants,Buffet Restaurants,Restaurants","16771 Valley Blvd Ste A, Fontana, CA 92335",California,,https://www.yellowpages.com/fontana-ca/mip/number-one-china-buffet-10091020
La Perla Bakery,(661) 834-2911,"Bakeries,Restaurants","2401 White Ln, Bakersfield, CA 93304",California,,https://www.yellowpages.com/bakersfield-ca/mip/la-perla-bakery-10090479
Big Mama's Hot Dogs,(951) 341-8166,Restaurants,"4100 Main St, Riverside, CA 92501",California,http://www.bigmamashotdogs.com,https://www.yellowpages.com/riverside-ca/mip/big-mamas-hot-dogs-10091657
El Coyote Mexican Restaurant & Cafe,(323) 939-2255,"Take Out Restaurants,Mexican Restaurants,Restaurants,Spanish Restaurants","7312 Beverly Blvd, Los Angeles, CA 90036",California,http://elcoyotecafe.com,https://www.yellowpages.com/los-angeles-ca/mip/el-coyote-mexican-restaurant-cafe-10093513
Subway,(951) 244-1185,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants","29989 Canyon Hills Rd Ste 1704, Lake Elsinore, CA 92532",California,http://www.subway.com,https://www.yellowpages.com/lake-elsinore-ca/mip/subway-10090444
Siam Restaurant,(916) 452-8382,"Thai Restaurants,Asian Restaurants,Caterers,Family Style Restaurants,Restaurants","5100 Franklin Blvd, Sacramento, CA 95820",California,https://www.siamsacs.com/information.html,https://www.yellowpages.com/sacramento-ca/mip/siam-restaurant-1009135
California Yogurt Factory,(949) 598-0310,"Yogurt,Ice Cream & Frozen Desserts,Restaurants","26761 Portola Pkwy Ste 2B, Lake Forest, CA 92610",California,,https://www.yellowpages.com/lake-forest-ca/mip/california-yogurt-factory-100898
Good Time Tavern,(925) 449-3333,"Taverns,Bar & Grills,Bars,Brew Pubs,Night Clubs,Restaurants,Sports Bars","125 N Livermore Ave, Livermore, CA 94550",California,,https://www.yellowpages.com/livermore-ca/mip/good-time-tavern-10091674
Thai Fantasy,(323) 257-0580,"Thai Restaurants,Asian Restaurants,Caterers,Chinese Restaurants,Restaurants","5900 Monterey Rd, Los Angeles, CA 90042",California,,https://www.yellowpages.com/los-angeles-ca/mip/thai-fantasy-10088734
Shar-Ade Cocktail Lounge,(510) 538-6683,"Cocktail Lounges,Restaurants","25144 Mission Blvd, Hayward, CA 94544",California,,https://www.yellowpages.com/hayward-ca/mip/shar-ade-cocktail-lounge-10088548
Las Morelianas,(619) 521-2891,"Caterers,Restaurants","3645 University Ave, San Diego, CA 92104",California,,https://www.yellowpages.com/san-diego-ca/mip/las-morelianas-10089280
Marcello's Italian Restaurant,(530) 674-2171,"Italian Restaurants,Caterers,Restaurants,Take Out Restaurants","1235 Bridge St, Yuba City, CA 95991",California,http://marcellosyc.com,https://www.yellowpages.com/yuba-city-ca/mip/marcellos-italian-restaurant-10090245
Jamba,(805) 842-1482,"Juices,Beverages,Health & Diet Food Products,Health Food Restaurants,Ice Cream & Frozen Desserts,Refreshment Stands,Restaurants","2944 Tapo Canyon Rd Ste H, Simi Valley, CA 93063",California,https://locations.jamba.com/ca/simi-valley/2944-tapo-canyon-rd?utm_source=extnet&utm_medium=organic&utm_campaign=locations_partner,https://www.yellowpages.com/simi-valley-ca/mip/jamba-10087956
Antojitos Lizette,(213) 389-6477,Restaurants,"3324 W 6th St, Los Angeles, CA 90020",California,,https://www.yellowpages.com/los-angeles-ca/mip/antojitos-lizette-10086064
Ggr Restaurant,(714) 638-5959,"Family Style Restaurants,Restaurants","8851 Garden Grove Blvd Ste 112, Garden Grove, CA 92844",California,,https://www.yellowpages.com/garden-grove-ca/mip/ggr-restaurant-10085886
Shakey's Pizza Parlor,(818) 360-2151,"Restaurants,Family Style Restaurants,Party Planning,Pizza,Take Out Restaurants","10340 Reseda Blvd, Porter Ranch, CA 91326",California,http://shakeys.com,https://www.yellowpages.com/porter-ranch-ca/mip/shakeys-pizza-parlor-457312022?lid=1000088490266
Tandoor-A-India,(310) 822-1435,"Indian Restaurants,Asian Restaurants,Caterers,Restaurants","8406 Pershing Dr, Playa Del Rey, CA 90293",California,,https://www.yellowpages.com/playa-del-rey-ca/mip/tandoor-a-india-10085906
Loretta's Catering From Torpedos,(510) 785-6583,"Restaurants,Caterers","22435 Santa Clara St, Hayward, CA 94541",California,,https://www.yellowpages.com/hayward-ca/mip/lorettas-catering-from-torpedos-452215709?lid=1000088561608
Giorgio's Italian Food & Pizzeria,(408) 942-1292,"Restaurants,Family Style Restaurants,Italian Restaurants,Mediterranean Restaurants,Pizza,Take Out Restaurants","643 E Calaveras Blvd, Milpitas, CA 95035",California,http://www.giorgiosandfjlitalian.com,https://www.yellowpages.com/milpitas-ca/mip/giorgios-italian-food-pizzeria-457939149?lid=1001616731795
On The Border Mexican Grill & Cantina,(619) 209-3700,"Restaurants,Bar & Grills,Bars,Family Style Restaurants,Mexican Restaurants,Take Out Restaurants","1770 Camino De La Reina, San Diego, CA 92108",California,http://www.ontheborder.com,https://www.yellowpages.com/san-diego-ca/mip/on-the-border-mexican-grill-cantina-454956410?lid=431807097
Andria's Seafood Restaurant & Market,(805) 654-0546,"Restaurants,Fish & Seafood Markets,Seafood Restaurants","1449 Spinnaker Dr, Ventura, CA 93001",California,http://andreas.com,https://www.yellowpages.com/ventura-ca/mip/andrias-seafood-restaurant-market-460521192?lid=1001879921261
Au Coquelet Café,(510) 845-0433,"Coffee Shops,Restaurants","2000 University Ave, Berkeley, CA 94704",California,http://www.aucoquelet.com,https://www.yellowpages.com/berkeley-ca/mip/au-coquelet-caf-10086046
Elios Family Restaurant,(510) 351-0463,"American Restaurants,Family Style Restaurants,Greek Restaurants,Mediterranean Restaurants,Restaurants","260 Floresta Blvd, San Leandro, CA 94578",California,http://eliosdining.com,https://www.yellowpages.com/san-leandro-ca/mip/elios-family-restaurant-10088641
La Mediterranee,(510) 540-7773,"Restaurants,Caterers,Mediterranean Restaurants,Take Out Restaurants","2936 College Ave, Berkeley, CA 94705",California,http://www.cafelamed.com,https://www.yellowpages.com/berkeley-ca/mip/la-mediterranee-408131?lid=1000116560064
Crispy Crust Hollywood Location,(323) 467-2000,"Restaurants,Caterers,Fast Food Restaurants,Food Delivery Service,Italian Restaurants,Pizza","1253 Vine St, Los Angeles, CA 90038",California,http://vine.crispycrust.com/zgrid/proc/site/sitep.jsp,https://www.yellowpages.com/los-angeles-ca/mip/crispy-crust-hollywood-location-443529?lid=1000879830538
Le Bateau Ivre-The Drunken Boat Restaurant Coffee House,(510) 849-1100,"Restaurants,Banquet Halls & Reception Facilities,Breakfast, Brunch & Lunch Restaurants,Caterers,Coffee & Espresso Restaurants,Coffee & Tea,Coffee Shops,Dessert Restaurants,Family Style Restaurants,French Restaurants,Ice Cream & Frozen Desserts,Wedding Supplies & Services","2629 Telegraph Ave, Berkeley, CA 94704",California,http://www.lebateauivre.net,https://www.yellowpages.com/berkeley-ca/mip/le-bateau-ivre-the-drunken-boat-restaurant-coffee-house-4088384?lid=1001575949513
All Catering By Charlie & Associates,(661) 257-4812,"Restaurants,Box Lunches,Caterers,Delicatessens,Italian Restaurants,Sandwich Shops","25530 Avenue Stanford, Valencia, CA 91355",California,https://cateringbycharlie.com,https://www.yellowpages.com/valencia-ca/mip/all-catering-by-charlie-associates-458863578?lid=1001967274061
